bug,failingTests
Closure-89,"com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToChildOfUncollapsibleFunctionInLocalScope, com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_1, com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_2, com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_3, com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleNamedCtorInLocalScopeDepth1, com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleFunctionInLocalScopeDepth1, com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleFunctionInLocalScopeDepth2, com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth2"
Closure-88,"com.google.javascript.jscomp.CommandLineRunnerTest::testIssue297, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297a, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297b, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297c, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297d, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297e, com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testIssue297f"
Closure-87,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testIssue291
Closure-92,com.google.javascript.jscomp.ProcessClosurePrimitivesTest::testProvideInIndependentModules4
Closure-95,"com.google.javascript.jscomp.TypeCheckTest::testQualifiedNameInference5, com.google.javascript.jscomp.TypedScopeCreatorTest::testGlobalQualifiedNameInLocalScope"
Closure-90,"com.google.javascript.jscomp.TypeCheckTest::testBackwardsTypedefUse8, com.google.javascript.jscomp.TypeCheckTest::testBackwardsTypedefUse9"
Closure-94,"com.google.javascript.jscomp.NodeUtilTest::testValidDefine, com.google.javascript.jscomp.ProcessDefinesTest::testOverridingString1, com.google.javascript.jscomp.ProcessDefinesTest::testOverridingString3"
Closure-91,com.google.javascript.jscomp.CheckGlobalThisTest::testLendsAnnotation3
Closure-93,com.google.javascript.jscomp.ProcessClosurePrimitivesTest::testProvideInIndependentModules4
Closure-97,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldBitShifts
Closure-96,com.google.javascript.jscomp.TypeCheckTest::testFunctionArguments16
Closure-101,com.google.javascript.jscomp.CommandLineRunnerTest::testProcessClosurePrimitives
Closure-100,"com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction6, com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction7, com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction8, com.google.javascript.jscomp.CheckGlobalThisTest::testGlobalThis7, com.google.javascript.jscomp.CheckGlobalThisTest::testStaticMethod2, com.google.javascript.jscomp.CheckGlobalThisTest::testStaticMethod3, com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction1, com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction2, com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction3"
Closure-98,com.google.javascript.jscomp.InlineVariablesTest::testNoInlineAliasesInLoop
Closure-99,"com.google.javascript.jscomp.CheckGlobalThisTest::testPropertyOfMethod, com.google.javascript.jscomp.CheckGlobalThisTest::testMethod4, com.google.javascript.jscomp.CheckGlobalThisTest::testInterface1"
Closure-104,com.google.javascript.rhino.jstype.UnionTypeTest::testGreatestSubtypeUnionTypes5
Closure-105,com.google.javascript.jscomp.FoldConstantsTest::testStringJoinAdd
Closure-106,"com.google.javascript.jscomp.CheckSideEffectsTest::testJSDocComments, com.google.javascript.jscomp.CollapsePropertiesTest::testTwinReferenceCancelsChildCollapsing, com.google.javascript.jscomp.CollapsePropertiesTest::testCrashInNestedAssign, com.google.javascript.jscomp.CollapsePropertiesTest::testCrashInCommaOperator"
Closure-102,com.google.javascript.jscomp.CompilerRunnerTest::testIssue115
Closure-103,"com.google.javascript.jscomp.CheckUnreachableCodeTest::testInstanceOfThrowsException, com.google.javascript.jscomp.ControlFlowAnalysisTest::testInstanceOf, com.google.javascript.jscomp.DisambiguatePropertiesTest::testSupertypeReferenceOfSubtypeProperty"
Closure-107,com.google.javascript.jscomp.CommandLineRunnerTest::testGetMsgWiringNoWarnings
Closure-108,com.google.javascript.jscomp.ScopedAliasesTest::testIssue1144
Closure-109,"com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testStructuralConstructor2, com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testStructuralConstructor3"
Closure-117,com.google.javascript.jscomp.TypeCheckTest::testIssue1047
Closure-112,"com.google.javascript.jscomp.TypeCheckTest::testIssue1058, com.google.javascript.jscomp.TypeCheckTest::testTemplatized11"
Closure-114,com.google.javascript.jscomp.NameAnalyzerTest::testAssignWithCall
Closure-113,com.google.javascript.jscomp.VarCheckTest::testNoUndeclaredVarWhenUsingClosurePass
Closure-115,"com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818, com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining1, com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified8, com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified9, com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions22, com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions23, com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6"
Closure-116,"com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101a, com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101b, com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818, com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining2, com.google.javascript.jscomp.InlineFunctionsTest::testIssue1101, com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified8, com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified9, com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6"
Closure-111,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsArray2
Closure-110,"com.google.javascript.jscomp.ScopedAliasesTest::testHoistedFunctionDeclaration, com.google.javascript.jscomp.ScopedAliasesTest::testFunctionDeclaration"
Closure-118,"com.google.javascript.jscomp.DisambiguatePropertiesTest::testOneType4, com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoTypes4"
Closure-120,com.google.javascript.jscomp.InlineVariablesTest::testExternalIssue1053
Closure-119,com.google.javascript.jscomp.CheckGlobalNamesTest::testGlobalCatch
Closure-121,com.google.javascript.jscomp.InlineVariablesTest::testExternalIssue1053
Closure-123,com.google.javascript.jscomp.CodePrinterTest::testPrintInOperatorInForLoop
Closure-122,"com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning3, com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning4, com.google.javascript.jscomp.parsing.ParserTest::testSuspiciousBlockCommentWarning5"
Closure-126,"com.google.javascript.jscomp.MinimizeExitPointsTest::testDontRemoveBreakInTryFinally, com.google.javascript.jscomp.MinimizeExitPointsTest::testFunctionReturnOptimization"
Closure-124,com.google.javascript.jscomp.ExploitAssignsTest::testIssue1017
Closure-127,"com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428_return, com.google.javascript.jscomp.UnreachableCodeEliminationTest::testDontRemoveBreakInTryFinally, com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428_continue, com.google.javascript.jscomp.UnreachableCodeEliminationTest::testDontRemoveBreakInTryFinallySwitch, com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428a, com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue4177428c"
Closure-125,com.google.javascript.jscomp.TypeCheckTest::testIssue1002
Closure-128,com.google.javascript.jscomp.CodePrinterTest::testIssue942
Lang-3,org.apache.commons.lang3.math.NumberUtilsTest::testStringCreateNumberEnsureNoPrecisionLoss
Lang-2,org.apache.commons.lang3.LocaleUtilsTest::testParseAllLocales
Lang-5,org.apache.commons.lang3.LocaleUtilsTest::testLang865
Closure-130,com.google.javascript.jscomp.CollapsePropertiesTest::testIssue931
Lang-4,org.apache.commons.lang3.text.translate.LookupTranslatorTest::testLang882
Closure-129,com.google.javascript.jscomp.IntegrationTest::testIssue937
Lang-1,org.apache.commons.lang3.math.NumberUtilsTest::TestLang747
Closure-132,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testIssue925
Lang-6,org.apache.commons.lang3.StringUtilsTest::testEscapeSurrogatePairs
Closure-133,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testTextExtents
Lang-7,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber
Closure-131,"com.google.javascript.jscomp.ConvertToDottedPropertiesTest::testQuotedProps, com.google.javascript.jscomp.ConvertToDottedPropertiesTest::testDoNotConvert"
Lang-8,"org.apache.commons.lang3.time.FastDateFormat_PrinterTest::testCalendarTimezoneRespected, org.apache.commons.lang3.time.FastDatePrinterTest::testCalendarTimezoneRespected"
Lang-10,"org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_831, org.apache.commons.lang3.time.FastDateParserTest::testLANG_831"
Lang-11,org.apache.commons.lang3.RandomStringUtilsTest::testLANG807
Lang-9,"org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_832, org.apache.commons.lang3.time.FastDateParserTest::testLANG_832"
Lang-13,org.apache.commons.lang3.SerializationUtilsTest::testPrimitiveTypeClassSerialization
Lang-12,"org.apache.commons.lang3.RandomStringUtilsTest::testExceptions, org.apache.commons.lang3.RandomStringUtilsTest::testLANG805"
Lang-18,org.apache.commons.lang3.time.FastDateFormatTest::testFormat
Lang-17,org.apache.commons.lang3.StringEscapeUtilsTest::testLang720
Lang-14,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testEquals
Lang-16,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber
Lang-15,"org.apache.commons.lang3.reflect.TypeUtilsTest::testGetTypeArguments, org.apache.commons.lang3.reflect.TypeUtilsTest::testIsAssignable"
Lang-21,org.apache.commons.lang3.time.DateUtilsTest::testIsSameLocalTime_Cal
Lang-19,"org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testUnfinishedEntity, org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testOutOfBounds"
Lang-23,org.apache.commons.lang3.text.ExtendedMessageFormatTest::testEqualsHashcode
Lang-22,"org.apache.commons.lang3.math.FractionTest::testReducedFactory_int_int, org.apache.commons.lang3.math.FractionTest::testReduce"
Lang-20,"org.apache.commons.lang3.StringUtilsTest::testJoin_ArrayChar, org.apache.commons.lang3.StringUtilsTest::testJoin_Objectarray"
Lang-24,org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber
Lang-26,org.apache.commons.lang3.time.FastDateFormatTest::testLang645
Lang-25,org.apache.commons.lang3.text.translate.EntityArraysTest::testISO8859_1_ESCAPE
Lang-29,org.apache.commons.lang3.SystemUtilsTest::testJavaVersionAsInt
Lang-30,"org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringCharArrayWithBadSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringStringWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringWithBadSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringCharArrayWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringCharArrayWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithBadSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringStringWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithBadSupplementaryChars"
Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testSupplementaryUnescaping
Lang-27,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber
Lang-31,"org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyCharArrayWithSupplementaryChars, org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyStringWithSupplementaryChars"
Lang-32,org.apache.commons.lang3.builder.HashCodeBuilderTest::testReflectionObjectCycle
Lang-33,org.apache.commons.lang3.ClassUtilsTest::testToClass_object
Lang-34,"org.apache.commons.lang3.builder.ToStringBuilderTest::testObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionHierarchy, org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceTwoVarsReflectionObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayArrayCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionyteArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionhortArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testSimpleReflectionObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionByteArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycleLevel2, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayAndObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArrayArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionShortArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceVarReflectionObjectCycle, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArray, org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArrayArray"
Lang-37,org.apache.commons.lang3.ArrayUtilsAddTest::testJira567
Lang-35,org.apache.commons.lang3.ArrayUtilsAddTest::testLANG571
Lang-38,org.apache.commons.lang3.time.FastDateFormatTest::testLang538
Lang-42,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeHtmlHighUnicode
Lang-43,org.apache.commons.lang.text.ExtendedMessageFormatTest::testEscapedQuote_LANG_477
Lang-36,"org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber, org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber"
Lang-39,org.apache.commons.lang3.StringUtilsTest::testReplace_StringStringArrayStringArray
Lang-41,"org.apache.commons.lang.ClassUtilsTest::test_getShortClassName_Class, org.apache.commons.lang.ClassUtilsTest::test_getPackageName_Class"
Lang-40,org.apache.commons.lang.StringUtilsEqualsIndexOfTest::testContainsIgnoreCase_LocaleIndependence
Lang-44,org.apache.commons.lang.NumberUtilsTest::testLang457
Lang-45,org.apache.commons.lang.WordUtilsTest::testAbbreviate
Lang-47,"org.apache.commons.lang.text.StrBuilderTest::testLang412Left, org.apache.commons.lang.text.StrBuilderTest::testLang412Right"
Lang-48,org.apache.commons.lang.builder.EqualsBuilderTest::testBigDecimal
Lang-52,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaScript
Lang-53,org.apache.commons.lang.time.DateUtilsTest::testRoundLang346
Lang-46,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaWithSlash
Lang-50,"org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateInstance, org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateTimeInstance"
Lang-51,org.apache.commons.lang.BooleanUtilsTest::test_toBoolean_String
Lang-49,org.apache.commons.lang.math.FractionTest::testReduce
Lang-54,org.apache.commons.lang.LocaleUtilsTest::testLang328
Lang-57,"org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleSet, org.apache.commons.lang.LocaleUtilsTest::testIsAvailableLocale, org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleList, org.apache.commons.lang.LocaleUtilsTest::testCountriesByLanguage, org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_LocaleLocale, org.apache.commons.lang.LocaleUtilsTest::testLanguagesByCountry, org.apache.commons.lang.LocaleUtilsTest::testToLocale_1Part, org.apache.commons.lang.LocaleUtilsTest::testToLocale_2Part, org.apache.commons.lang.LocaleUtilsTest::testToLocale_3Part, org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_Locale, org.apache.commons.lang.LocaleUtilsTest::testConstructor"
Lang-58,org.apache.commons.lang.math.NumberUtilsTest::testLang300
Lang-56,org.apache.commons.lang.time.FastDateFormatTest::testLang303
Lang-64,org.apache.commons.lang.enums.ValuedEnumTest::testCompareTo_otherEnumType
Lang-55,org.apache.commons.lang.time.StopWatchTest::testLang315
Lang-59,org.apache.commons.lang.text.StrBuilderAppendInsertTest::testLang299
Lang-62,org.apache.commons.lang.EntitiesTest::testNumberOverflow
Lang-60,org.apache.commons.lang.text.StrBuilderTest::testLang295
Lang-61,"org.apache.commons.lang.text.StrBuilderTest::testIndexOfLang294, org.apache.commons.lang.text.StrBuilderTest::testLang294"
Lang-63,org.apache.commons.lang.time.DurationFormatUtilsTest::testJiraLang281
Lang-65,org.apache.commons.lang.time.DateUtilsTest::testTruncateLang59
Math-2,org.apache.commons.math3.distribution.HypergeometricDistributionTest::testMath1021
Math-1,"org.apache.commons.math3.fraction.BigFractionTest::testDigitLimitConstructor, org.apache.commons.math3.fraction.FractionTest::testDigitLimitConstructor"
Math-3,org.apache.commons.math3.util.MathArraysTest::testLinearCombinationWithSingleElementArray
Math-5,org.apache.commons.math3.complex.ComplexTest::testReciprocalZero
Math-8,org.apache.commons.math3.distribution.DiscreteRealDistributionTest::testIssue942
Math-11,org.apache.commons.math3.distribution.MultivariateNormalDistributionTest::testUnivariateDistribution
Math-6,"org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest::testTrivial, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testConstrainedRosen, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testElliRotated, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testEllipse, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTwoAxes, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigar, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRosen, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testRastrigin, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiagonalRosen, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSsDiffPow, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testMaximize, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testAckley, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigTab, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testDiffPow, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testSphere, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testTablet, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest::testCigarWithBoundaries, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest::testSumSinc, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize1, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMaximize2, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize1, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest::testMinimize2, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize1, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMaximize2, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize1, org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest::testMinimize2, org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest::testGetIterations, org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest::testGetIterations"
Math-10,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest::testAtan2SpecialCases
Math-7,org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest::testEventsScheduling
Math-12,"org.apache.commons.math3.distribution.GammaDistributionTest::testDistributionClone, org.apache.commons.math3.distribution.LogNormalDistributionTest::testDistributionClone, org.apache.commons.math3.distribution.NormalDistributionTest::testDistributionClone"
Math-9,org.apache.commons.math3.geometry.euclidean.threed.LineTest::testRevert
Math-4,"org.apache.commons.math3.geometry.euclidean.threed.SubLineTest::testIntersectionNotIntersecting, org.apache.commons.math3.geometry.euclidean.twod.SubLineTest::testIntersectionParallel"
Math-13,org.apache.commons.math3.optimization.fitting.PolynomialFitterTest::testLargeSample
Math-14,org.apache.commons.math3.fitting.PolynomialFitterTest::testLargeSample
Math-15,org.apache.commons.math3.util.FastMathTest::testMath904
Math-17,org.apache.commons.math3.dfp.DfpTest::testMultiply
Math-22,"org.apache.commons.math3.distribution.FDistributionTest::testIsSupportLowerBoundInclusive, org.apache.commons.math3.distribution.UniformRealDistributionTest::testIsSupportUpperBoundInclusive"
Math-16,"org.apache.commons.math3.util.FastMathTest::testMath905LargePositive, org.apache.commons.math3.util.FastMathTest::testMath905LargeNegative"
Math-18,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest::testFitAccuracyDependsOnBoundary
Math-20,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest::testMath864
Math-19,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest::testBoundaryRangeTooLarge
Math-23,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest::testKeepInitIfBest
Math-21,"org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest::testMath789, org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest::testFullRank"
Math-24,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest::testMath855
Math-30,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest::testBigDataSet
Math-25,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest::testMath844
Math-26,org.apache.commons.math3.fraction.FractionTest::testIntegerOverflow
Math-27,org.apache.commons.math3.fraction.FractionTest::testMath835
Math-29,"org.apache.commons.math3.linear.SparseRealVectorTest::testEbeDivideMixedTypes, org.apache.commons.math3.linear.SparseRealVectorTest::testEbeMultiplyMixedTypes, org.apache.commons.math3.linear.SparseRealVectorTest::testEbeMultiplySameType"
Math-28,org.apache.commons.math3.optimization.linear.SimplexSolverTest::testMath828Cycle
Math-31,"org.apache.commons.math3.distribution.BinomialDistributionTest::testMath718, org.apache.commons.math3.distribution.FDistributionTest::testMath785"
Math-32,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest::testIssue780
Math-35,"org.apache.commons.math3.genetics.ElitisticListPopulationTest::testChromosomeListConstructorTooLow, org.apache.commons.math3.genetics.ElitisticListPopulationTest::testConstructorTooHigh, org.apache.commons.math3.genetics.ElitisticListPopulationTest::testConstructorTooLow, org.apache.commons.math3.genetics.ElitisticListPopulationTest::testChromosomeListConstructorTooHigh"
Math-33,org.apache.commons.math3.optimization.linear.SimplexSolverTest::testMath781
Math-37,"org.apache.commons.math.complex.ComplexTest::testTanhInf, org.apache.commons.math.complex.ComplexTest::testTan, org.apache.commons.math.complex.ComplexTest::testTanh, org.apache.commons.math.complex.ComplexTest::testTanInf"
Math-34,org.apache.commons.math3.genetics.ListPopulationTest::testIterator
Math-40,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest::testIssue716
Math-38,org.apache.commons.math.optimization.direct.BOBYQAOptimizerTest::testConstrainedRosenWithMoreInterpolationPoints
Math-39,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest::testTooLargeFirstStep
Math-36,"org.apache.commons.math.fraction.BigFractionTest::testFloatValueForLargeNumeratorAndDenominator, org.apache.commons.math.fraction.BigFractionTest::testDoubleValueForLargeNumeratorAndDenominator"
