bug,failingTests
Math-42,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath713NegativeVariable
Math-41,org.apache.commons.math.stat.descriptive.moment.VarianceTest::testEvaluateArraySegmentWeighted
Math-44,org.apache.commons.math.ode.events.EventStateTest::testIssue695
Math-43,"org.apache.commons.math.stat.descriptive.SummaryStatisticsTest::testOverrideMeanWithMathClass, org.apache.commons.math.stat.descriptive.SummaryStatisticsTest::testOverrideGeoMeanWithMathClass, org.apache.commons.math.stat.descriptive.SummaryStatisticsTest::testOverrideVarianceWithMathClass, org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest::testOverrideMeanWithMathClass, org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest::testOverrideGeoMeanWithMathClass, org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest::testOverrideVarianceWithMathClass"
Math-47,"org.apache.commons.math.complex.ComplexTest::testAtanI, org.apache.commons.math.complex.ComplexTest::testDivideZero"
Math-48,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest::testIssue631
Math-50,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest::testIssue631
Math-49,org.apache.commons.math.linear.SparseRealVectorTest::testConcurrentModification
Math-46,"org.apache.commons.math.complex.ComplexTest::testAtanI, org.apache.commons.math.complex.ComplexTest::testDivideZero"
Math-45,org.apache.commons.math.linear.OpenMapRealMatrixTest::testMath679
Math-51,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest::testIssue631
Math-58,org.apache.commons.math.optimization.fitting.GaussianFitterTest::testMath519
Math-59,org.apache.commons.math.util.FastMathTest::testMinMaxFloat
Math-57,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest::testSmallDistances
Math-53,org.apache.commons.math.complex.ComplexTest::testAddNaN
Math-61,org.apache.commons.math.distribution.PoissonDistributionTest::testMean
Math-55,org.apache.commons.math.geometry.Vector3DTest::testCrossProductCancellation
Math-60,org.apache.commons.math.distribution.NormalDistributionTest::testExtremeValues
Math-54,org.apache.commons.math.dfp.DfpTest::testIssue567
Math-56,org.apache.commons.math.util.MultidimensionalCounterTest::testIterationConsistency
Math-52,org.apache.commons.math.geometry.euclidean.threed.RotationTest::testIssue639
Math-63,org.apache.commons.math.util.MathUtilsTest::testArrayEquals
Math-62,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest::testQuinticMin
Math-66,"org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest::testQuinticMin, org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest::testSinMin, org.apache.commons.math.optimization.univariate.BrentOptimizerTest::testQuinticMinStatistics, org.apache.commons.math.optimization.univariate.BrentOptimizerTest::testSinMin"
Math-65,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest::testCircleFitting
Math-64,"org.apache.commons.math.optimization.general.MinpackTest::testMinpackJennrichSampson, org.apache.commons.math.optimization.general.MinpackTest::testMinpackFreudensteinRoth"
Math-70,org.apache.commons.math.analysis.solvers.BisectionSolverTest::testMath369
Math-68,"org.apache.commons.math.optimization.general.MinpackTest::testMinpackJennrichSampson, org.apache.commons.math.optimization.general.MinpackTest::testMinpackFreudensteinRoth"
Math-69,"org.apache.commons.math.stat.correlation.PearsonsCorrelationTest::testPValueNearZero, org.apache.commons.math.stat.correlation.SpearmansRankCorrelationTest::testPValueNearZero"
Math-71,"org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest::testMissedEndEvent, org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest::testMissedEndEvent"
Math-72,org.apache.commons.math.analysis.solvers.BrentSolverTest::testRootEndpoints
Math-67,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest::testQuinticMin
Math-73,org.apache.commons.math.analysis.solvers.BrentSolverTest::testBadEndpoints
Math-74,org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest::polynomial
Math-75,org.apache.commons.math.stat.FrequencyTest::testPcts
Math-77,"org.apache.commons.math.linear.ArrayRealVectorTest::testBasicFunctions, org.apache.commons.math.linear.SparseRealVectorTest::testBasicFunctions"
Math-82,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath288
Math-76,"org.apache.commons.math.linear.SingularValueSolverTest::testMath320A, org.apache.commons.math.linear.SingularValueSolverTest::testMath320B"
Math-84,"org.apache.commons.math.optimization.direct.MultiDirectionalTest::testMinimizeMaximize, org.apache.commons.math.optimization.direct.MultiDirectionalTest::testMath283"
Math-81,org.apache.commons.math.linear.EigenDecompositionImplTest::testMath308
Math-80,org.apache.commons.math.linear.EigenDecompositionImplTest::testMathpbx02
Math-78,org.apache.commons.math.ode.events.EventStateTest::closeEvents
Math-83,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath286
Math-79,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest::testPerformClusterAnalysisDegenerate
Math-85,org.apache.commons.math.distribution.NormalDistributionTest::testMath280
Math-89,org.apache.commons.math.stat.FrequencyTest::testAddNonComparable
Math-87,org.apache.commons.math.optimization.linear.SimplexSolverTest::testSingleVariableAndConstraint
Math-86,"org.apache.commons.math.linear.CholeskyDecompositionImplTest::testMath274, org.apache.commons.math.linear.CholeskyDecompositionImplTest::testNotPositiveDefinite"
Math-88,org.apache.commons.math.optimization.linear.SimplexSolverTest::testMath272
Math-91,org.apache.commons.math.fraction.FractionTest::testCompareTo
Math-93,org.apache.commons.math.util.MathUtilsTest::testFactorial
Math-95,org.apache.commons.math.distribution.FDistributionTest::testSmallDegreesOfFreedom
Math-94,org.apache.commons.math.util.MathUtilsTest::testGcd
Math-90,org.apache.commons.math.stat.FrequencyTest::testAddNonComparable
Math-96,org.apache.commons.math.complex.ComplexTest::testMath221
Math-92,org.apache.commons.math.util.MathUtilsTest::testBinomialCoefficientLarge
Math-98,"org.apache.commons.math.linear.BigMatrixImplTest::testMath209, org.apache.commons.math.linear.RealMatrixImplTest::testMath209"
Math-101,"org.apache.commons.math.complex.ComplexFormatTest::testForgottenImaginaryCharacter, org.apache.commons.math.complex.FrenchComplexFormatTest::testForgottenImaginaryCharacter"
Math-105,org.apache.commons.math.stat.regression.SimpleRegressionTest::testSSENonNegative
Math-104,org.apache.commons.math.special.GammaTest::testRegularizedGammaPositivePositive
Math-97,org.apache.commons.math.analysis.BrentSolverTest::testRootEndpoints
Math-100,org.apache.commons.math.estimation.GaussNewtonEstimatorTest::testBoundParameters
Math-103,org.apache.commons.math.distribution.NormalDistributionTest::testExtremeValues
Math-102,"org.apache.commons.math.stat.inference.ChiSquareFactoryTest::testChiSquareLargeTestStatistic, org.apache.commons.math.stat.inference.ChiSquareFactoryTest::testChiSquare, org.apache.commons.math.stat.inference.ChiSquareTestTest::testChiSquareLargeTestStatistic, org.apache.commons.math.stat.inference.ChiSquareTestTest::testChiSquare, org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquareLargeTestStatistic, org.apache.commons.math.stat.inference.TestUtilsTest::testChiSquare"
Math-99,"org.apache.commons.math.util.MathUtilsTest::testGcd, org.apache.commons.math.util.MathUtilsTest::testLcm"
Math-106,org.apache.commons.math.fraction.FractionFormatTest::testParseProperInvalidMinus
Mockito-3,"org.mockito.internal.invocation.InvocationMatcherTest::should_capture_varargs_as_vararg, org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest::shouldVerifyCorrectlyNumberOfInvocationsWithVarargs, org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest::shouldMatchAnyVararg, org.mockitousage.matchers.CapturingArgumentsTest::should_capture_all_vararg, org.mockitousage.matchers.CapturingArgumentsTest::captures_correctly_when_captor_used_multiple_times, org.mockitousage.matchers.CapturingArgumentsTest::should_capture_vararg, org.mockitousage.matchers.CapturingArgumentsTest::captures_correctly_when_captor_used_on_pure_vararg_method, org.mockitousage.matchers.CapturingArgumentsTest::should_capture_byte_vararg_by_creating_captor_with_primitive_wrapper, org.mockitousage.matchers.CapturingArgumentsTest::should_capture_byte_vararg_by_creating_captor_with_primitive"
Mockito-2,"org.mockito.internal.util.TimerTest::should_throw_friendly_reminder_exception_when_duration_is_negative, org.mockito.verification.NegativeDurationTest::should_throw_exception_when_duration_is_negative_for_timeout_method, org.mockito.verification.NegativeDurationTest::should_throw_exception_when_duration_is_negative_for_after_method"
Mockito-1,"org.mockito.internal.invocation.InvocationMatcherTest::should_capture_arguments_when_args_count_does_NOT_match, org.mockito.internal.util.reflection.FieldInitializerTest::can_instantiate_class_with_parameterized_constructor, org.mockito.internal.util.reflection.ParameterizedConstructorInstantiatorTest::should_report_failure_if_constructor_throws_exception, org.mockito.internal.util.reflection.ParameterizedConstructorInstantiatorTest::should_fail_if_an_argument_instance_type_do_not_match_wanted_type, org.mockito.internal.util.reflection.ParameterizedConstructorInstantiatorTest::should_instantiate_type_with_vararg_constructor, org.mockito.internal.util.reflection.ParameterizedConstructorInstantiatorTest::should_instantiate_type_if_resolver_provide_matching_types, org.mockitousage.basicapi.ResetTest::shouldRemoveAllStubbing, org.mockitousage.basicapi.UsingVarargsTest::shouldVerifyWithNullVarArgArray, org.mockitousage.basicapi.UsingVarargsTest::shouldVerifyWithAnyObject, org.mockitousage.basicapi.UsingVarargsTest::shouldStubBooleanVarargs, org.mockitousage.basicapi.UsingVarargsTest::shouldMatchEasilyEmptyVararg, org.mockitousage.basicapi.UsingVarargsTest::shouldVerifyBooleanVarargs, org.mockitousage.basicapi.UsingVarargsTest::shouldStubCorrectlyWhenMixedVarargsUsed, org.mockitousage.basicapi.UsingVarargsTest::shouldStubStringVarargs, org.mockitousage.basicapi.UsingVarargsTest::shouldStubCorrectlyWhenDoubleStringAndMixedVarargsUsed, org.mockitousage.basicapi.UsingVarargsTest::shouldVerifyStringVarargs, org.mockitousage.basicapi.UsingVarargsTest::shouldVerifyObjectVarargs, org.mockitousage.bugs.VarargsErrorWhenCallingRealMethodTest::shouldNotThrowAnyException, org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest::shouldVerifyCorrectlyWithAnyVarargs, org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest::shouldVerifyCorrectlyNumberOfInvocationsUsingAnyVarargAndEqualArgument, org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest::shouldStubUsingAnyVarargs, org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest::shouldVerifyUsingMatchers, org.mockitousage.stubbing.BasicStubbingTest::test_stub_only_not_verifiable, org.mockitousage.stubbing.BasicStubbingTest::should_evaluate_latest_stubbing_first, org.mockitousage.stubbing.DeprecatedStubbingTest::shouldEvaluateLatestStubbingFirst, org.mockitousage.verification.VerificationInOrderMixedWithOrdiraryVerificationTest::shouldUseEqualsToVerifyMethodVarargs"
Mockito-7,org.mockitousage.bugs.deepstubs.DeepStubFailingWhenGenricNestedAsRawTypeTest::discoverDeepMockingOfGenerics
Mockito-4,"org.mockito.exceptions.ReporterTest::can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted_in_order, org.mockito.exceptions.ReporterTest::can_use_print_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_injection_failure, org.mockito.exceptions.ReporterTest::can_use_mock_name_even_when_mock_bogus_default_answer_and_when_reporting_no_more_interaction_wanted, org.mockitousage.bugs.ClassCastExOnVerifyZeroInteractionsTest::should_not_throw_a_ClassCastException"
Mockito-11,"org.mockito.internal.creation.DelegatingMethodTest::equals_should_return_true_when_equal, org.mockito.internal.creation.DelegatingMethodTest::equals_should_return_true_when_self"
Mockito-10,org.mockitousage.bugs.DeepStubsWronglyReportsSerializationProblemsTest::should_not_raise_a_mockito_exception_about_serialization_when_accessing_deep_stub
Mockito-5,org.mockitointegration.NoJUnitDependenciesTest::pure_mockito_should_not_depend_JUnit
Mockito-6,"org.mockitousage.matchers.AnyXMatchersAcceptNullsTest::shouldNotAcceptNullInAllAnyPrimitiveWrapperMatchers, org.mockitousage.matchers.AnyXMatchersAcceptNullsTest::shouldNotAcceptNullInAnyXMatchers, org.mockitousage.matchers.MatchersTest::anyStringMatcher, org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyCollection, org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyList, org.mockitousage.matchers.NewMatchersTest::shouldAllowAnyMap, org.mockitousage.matchers.NewMatchersTest::shouldAllowAnySet"
Mockito-9,"org.mockitousage.constructor.CreatingMocksWithConstructorTest::abstractMethodStubbed, org.mockitousage.constructor.CreatingMocksWithConstructorTest::testCallsRealInterfaceMethod, org.mockitousage.constructor.CreatingMocksWithConstructorTest::abstractMethodReturnsDefault"
Mockito-8,org.mockito.internal.util.reflection.GenericMetadataSupportTest::typeVariable_of_self_type
Mockito-16,org.mockitousage.bugs.StubbingMocksThatAreConfiguredToReturnMocksTest::shouldAllowStubbingMocksConfiguredWithRETURNS_MOCKS
Mockito-15,org.mockitousage.bugs.InjectMocksShouldTryPropertySettersFirstBeforeFieldAccessTest::shouldInjectUsingPropertySetterIfAvailable
Mockito-14,org.mockitousage.bugs.VerifyingWithAnExtraCallToADifferentMockTest::shouldAllowVerifyingWhenOtherMockCallIsInTheSameLine
Mockito-12,"org.mockito.internal.util.reflection.GenericMasterTest::shouldDealWithNestedGenerics, org.mockitousage.annotation.CaptorAnnotationBasicTest::shouldUseAnnotatedCaptor, org.mockitousage.annotation.CaptorAnnotationBasicTest::shouldUseCaptorInOrdinaryWay, org.mockitousage.annotation.CaptorAnnotationBasicTest::shouldCaptureGenericList, org.mockitousage.annotation.CaptorAnnotationBasicTest::shouldUseGenericlessAnnotatedCaptor, org.mockitousage.annotation.CaptorAnnotationTest::shouldScreamWhenWrongTypeForCaptor, org.mockitousage.annotation.CaptorAnnotationTest::testNormalUsage, org.mockitousage.annotation.CaptorAnnotationTest::shouldScreamWhenMoreThanOneMockitoAnnotaton, org.mockitousage.annotation.CaptorAnnotationTest::shouldScreamWhenInitializingCaptorsForNullClass, org.mockitousage.annotation.CaptorAnnotationTest::shouldLookForAnnotatedCaptorsInSuperClasses"
Mockito-13,org.mockitousage.bugs.VerifyingWithAnExtraCallToADifferentMockTest::shouldAllowVerifyingWhenOtherMockCallIsInTheSameLine
Mockito-17,org.mockitousage.basicapi.MocksSerializationTest::shouldBeSerializeAndHaveExtraInterfaces
Mockito-18,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValuesTest::should_return_empty_iterable
Mockito-22,org.mockito.internal.matchers.EqualityTest::shouldKnowIfObjectsAreEqual
Mockito-20,"org.mockitousage.annotation.SpyAnnotationTest::should_spy_inner_class, org.mockitousage.annotation.SpyAnnotationTest::should_report_when_constructor_is_explosive, org.mockitousage.constructor.CreatingMocksWithConstructorTest::can_spy_abstract_classes, org.mockitousage.constructor.CreatingMocksWithConstructorTest::exception_message_when_constructor_not_found, org.mockitousage.constructor.CreatingMocksWithConstructorTest::can_create_mock_with_constructor, org.mockitousage.constructor.CreatingMocksWithConstructorTest::can_mock_inner_classes, org.mockitousage.constructor.CreatingMocksWithConstructorTest::mocking_inner_classes_with_wrong_outer_instance, org.mockitousage.constructor.CreatingMocksWithConstructorTest::can_mock_abstract_classes"
Mockito-19,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest::shouldInsertFieldWithCorrectNameWhenMultipleTypesAvailable
Mockito-21,org.mockito.internal.creation.instance.ConstructorInstantiatorTest::creates_instances_of_inner_classes
Mockito-23,org.mockitousage.stubbing.DeepStubsSerializableTest::should_serialize_and_deserialize_mock_created_by_deep_stubs
Mockito-28,org.mockitousage.bugs.InjectionByTypeShouldFirstLookForExactTypeThenAncestorTest::mock_should_be_injected_once_and_in_the_best_matching_type
Mockito-24,"org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValuesTest::should_return_zero_if_mock_is_compared_to_itself, org.mockitousage.bugs.ShouldMocksCompareToBeConsistentWithEqualsTest::should_compare_to_be_consistent_with_equals_when_comparing_the_same_reference"
Mockito-29,org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenNullPassedToSame
Mockito-25,"org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::will_return_default_value_on_non_mockable_nested_generic, org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::can_create_mock_from_multiple_type_variable_bounds_when_return_type_of_parameterized_method_is_a_typevar_that_is_referencing_a_typevar_on_class, org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::can_create_mock_from_return_types_declared_with_a_bounded_wildcard, org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::can_create_mock_from_multiple_type_variable_bounds_when_return_type_of_parameterized_method_is_a_parameterizedtype_that_is_referencing_a_typevar_on_class, org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::generic_deep_mock_frenzy__look_at_these_chained_calls, org.mockito.internal.stubbing.defaultanswers.ReturnsGenericDeepStubsTest::can_create_mock_from_multiple_type_variable_bounds_when_method_return_type_is_referencing_a_typevar_on_class"
Mockito-27,org.mockitousage.bugs.ListenersLostOnResetMockTest::listener
Mockito-26,"org.mockito.internal.progress.HandyReturnValuesTest::should_default_values_for_primitive, org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValuesTest::should_return_primitive, org.mockito.internal.stubbing.defaultanswers.ReturnsMocksTest::should_return_the_usual_default_values_for_primitives, org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest::should_return_the_usual_default_values_for_primitives"
Mockito-32,org.mockitousage.bugs.SpyShouldHaveNiceNameTest::shouldPrintNiceName
Mockito-31,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest::shouldPrintTheParametersWhenCallingAMethodWithArgs
Mockito-34,"org.mockito.internal.invocation.InvocationMatcherTest::shouldMatchCaptureArgumentsWhenArgsCountDoesNOTMatch, org.mockitousage.basicapi.UsingVarargsTest::shouldMatchEasilyEmptyVararg"
Mockito-36,"org.mockito.internal.invocation.InvocationTest::shouldScreamWhenCallingRealMethodOnInterface, org.mockitousage.spies.SpyingOnInterfacesTest::shouldFailInRuntimeWhenCallingRealMethodOnInterface"
Mockito-33,"org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest::shouldStubbingWork, org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest::shouldVerificationWorks"
Mockito-35,"org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenIntPassed, org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenIntegerPassed, org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenIntegerPassedToEq, org.mockitousage.bugs.NPEWithCertainMatchersTest::shouldNotThrowNPEWhenIntegerPassedToSame"
Mockito-30,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest::shouldPrintTheParametersOnSmartNullPointerExceptionMessage
Mockito-38,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingToolTest::shouldWorkFineWhenGivenArgIsNull, org.mockitousage.bugs.ActualInvocationHasNullArgumentNPEBugTest::shouldAllowPassingNullArgument"
Time-5,"org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_months1, org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_months2, org.joda.time.TestPeriod_Basics::testNormalizedStandard_periodType_monthsWeeks"
Time-3,"org.joda.time.TestMutableDateTime_Adds::testAddYears_int_dstOverlapWinter_addZero, org.joda.time.TestMutableDateTime_Adds::testAddDays_int_dstOverlapWinter_addZero, org.joda.time.TestMutableDateTime_Adds::testAddWeeks_int_dstOverlapWinter_addZero, org.joda.time.TestMutableDateTime_Adds::testAdd_DurationFieldType_int_dstOverlapWinter_addZero, org.joda.time.TestMutableDateTime_Adds::testAddMonths_int_dstOverlapWinter_addZero"
Time-1,org.joda.time.TestPartial_Constructors::testConstructorEx7_TypeArray_intArray
Time-4,org.joda.time.TestPartial_Basics::testWith3
Mockito-37,"org.mockito.internal.stubbing.answers.AnswersValidatorTest::shouldFailWhenCallingRealMethodOnIterface, org.mockitousage.spies.SpyingOnInterfacesTest::shouldFailFastWhenCallingRealMethodOnInterface"
Time-2,org.joda.time.TestPartial_Basics::testWith_baseAndArgHaveNoRange
Time-8,org.joda.time.TestDateTimeZone::testForOffsetHoursMinutes_int_int
Time-6,"org.joda.time.chrono.TestGJDate::test_cutoverPreZero, org.joda.time.chrono.TestGJDate::test_plusWeekyears_positiveToNegative_crossCutover, org.joda.time.chrono.TestGJDate::test_plusYears_positiveToZero_crossCutover, org.joda.time.chrono.TestGJDate::test_plusYears_positiveToNegative_crossCutover, org.joda.time.chrono.TestGJDate::test_plusWeekyears_positiveToZero_crossCutover"
Time-7,"org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29_newYork_startOfYear, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29_tokyo_endOfYear"
Time-9,org.joda.time.TestDateTimeZone::testForOffsetHoursMinutes_int_int
Time-10,"org.joda.time.TestDays::testFactory_daysBetween_RPartial_MonthDay, org.joda.time.TestMonths::testFactory_monthsBetween_RPartial_MonthDay"
Time-12,"org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_beforeYearZero1, org.joda.time.TestLocalDateTime_Constructors::testFactory_fromDateFields_beforeYearZero3, org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields_beforeYearZero1, org.joda.time.TestLocalDateTime_Constructors::testFactory_fromCalendarFields_beforeYearZero3, org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_beforeYearZero1, org.joda.time.TestLocalDate_Constructors::testFactory_fromDateFields_beforeYearZero3, org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields_beforeYearZero1, org.joda.time.TestLocalDate_Constructors::testFactory_fromCalendarFields_beforeYearZero3"
Time-11,org.joda.time.tz.TestCompiler::testDateTimeZoneBuilder
Time-14,"org.joda.time.TestMonthDay_Basics::testPlusMonths_int_negativeFromLeap, org.joda.time.TestMonthDay_Basics::testMinusDays_int_negativeFromLeap, org.joda.time.TestMonthDay_Basics::testPlusMonths_int_fromLeap, org.joda.time.TestMonthDay_Basics::testPlusMonths_int_negativeEndOfMonthAdjust, org.joda.time.TestMonthDay_Basics::testMinusMonths_int_endOfMonthAdjust, org.joda.time.TestMonthDay_Basics::testMinusMonths_int_negativeFromLeap, org.joda.time.TestMonthDay_Basics::testMinusMonths_int_fromLeap, org.joda.time.TestMonthDay_Basics::testPlusDays_int_fromLeap"
Time-13,org.joda.time.format.TestISOPeriodFormat::testFormatStandard_negative
Time-15,org.joda.time.field.TestFieldUtils::testSafeMultiplyLongInt
Time-17,org.joda.time.TestDateTimeZoneCutover::testBug3476684_adjustOffset
Time-16,"org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_baseStartYear, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_parseStartYear, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_baseEndYear, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_withDefaultYear_feb29, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthDay_feb29, org.joda.time.format.TestDateTimeFormatter::testParseInto_monthOnly_parseEndYear"
Time-20,org.joda.time.format.TestDateTimeFormatterBuilder::test_printParseZoneDawsonCreek
Time-18,org.joda.time.chrono.TestGJChronology::testLeapYearRulesConstruction
Time-19,org.joda.time.TestDateTimeZoneCutover::testDateTimeCreation_london
Time-21,"org.joda.time.TestDateTimeZone::testGetName_berlin, org.joda.time.TestDateTimeZone::testGetShortName_berlin"
Time-22,"org.joda.time.TestDuration_Basics::testToPeriod_fixedZone, org.joda.time.TestPeriod_Constructors::testConstructor_long_fixedZone"
Time-23,org.joda.time.TestDateTimeZone::testForID_String_old
Time-25,"org.joda.time.TestDateTimeZoneCutover::test_DateTime_constructor_Moscow_Autumn, org.joda.time.TestDateTimeZoneCutover::test_getOffsetFromLocal_Moscow_Autumn_overlap_mins, org.joda.time.TestDateTimeZoneCutover::test_getOffsetFromLocal_Moscow_Autumn"
Time-26,"org.joda.time.TestDateTimeZoneCutover::testWithSecondOfMinuteInDstChange, org.joda.time.TestDateTimeZoneCutover::testWithMinuteOfHourInDstChange, org.joda.time.TestDateTimeZoneCutover::testWithMinuteOfHourInDstChange_mockZone, org.joda.time.TestDateTimeZoneCutover::testBug2182444_usCentral, org.joda.time.TestDateTimeZoneCutover::testWithMillisOfSecondInDstChange_Paris_summer, org.joda.time.TestDateTimeZoneCutover::testWithHourOfDayInDstChange, org.joda.time.TestDateTimeZoneCutover::testWithMillisOfSecondInDstChange_NewYork_winter, org.joda.time.TestDateTimeZoneCutover::testBug2182444_ausNSW"
Time-24,"org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_weekyear_month_week_2010, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_weekyear_month_week_2011, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_weekyear_month_week_2012, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_year_month_week_2010, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_year_month_week_2011, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_year_month_week_2012, org.joda.time.format.TestDateTimeFormatter::testParseLocalDate_year_month_week_2016"
Time-27,org.joda.time.format.TestPeriodFormatterBuilder::testBug2495455
